algorithm,dataset,n_clusters,init,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,random_state,pretrain_epochs,clustering_epochs,damping,convergence_iter,affinity,preference,linkage,input_dim,levels,threshold,branching_factor,maximum_clusters,amount_intervals,density_threshold,number_cluster,number_represent_points,compression,eps,min_samples,ratio,max_n_leaf_nodes,n_clusters_init,dip_merge_threshold,step_size,dip_threshold,n_starting_vectors,ambiguous_triangle_strategy,significance,split_viewers_threshold,pval_strategy,outliers,consider_duplicates,min_n_clusters,max_n_clusters,n_boots,use_principal_components,use_log,n_split_trials,min_cluster_size,metric,leaf_size,pn,max_iter,n_init,k,t,var,bandwidth,bin_seeding,xi,n_projections,n_samples,number_clusters,add_tails,max_cluster_size_diff_factor,amount_clusters,epouch,similarity_matrix,n_neighbors,rows,cols,radius,threshold1,threshold2
ddc,ecoli,,,5,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddc,elly2d10c13s,,,10,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddc,glass,,,5,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddc,ionosphere,,,10,{'lr': 0.001},,42,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddc,s1,,,5,{'lr': 0.0001},,42,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddc,s2,,,5,{'lr': 0.001},,42,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddc,sonar,,,2,{'lr': 0.001},,42,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddc,statlog,,,10,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddc,unbalance,,,2,{'lr': 0.001},,42,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddc,wdbc,,,2,{'lr': 0.0001},,42,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddc,wine,,,2,{'lr': 0.01},,42,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddc,yeast,,,2,{'lr': 0.001},,42,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,2d10c,9,,5,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,2d20c,20,,10,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,2d4c,4,,10,{'lr': 0.001},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,3spiral,3,,2,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,aggregation,7,,2,{'lr': 0.001},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,compound,6,,10,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,D1,3,,2,{'lr': 0.001},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,D2,3,,5,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,D3,3,,5,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,D4,2,,5,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,D5,2,,2,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,ecoli,8,,10,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,elly2d10c13s,10,,10,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,glass,6,,5,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,ionosphere,2,,10,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,s1,15,,10,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,s2,15,,10,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,sonar,2,,2,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,statlog,7,,5,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,unbalance,8,,10,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,wdbc,2,,2,{'lr': 0.0001},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,wine,3,,2,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dec,yeast,10,,10,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,2d10c,,,2,{'lr': 0.001},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,2d20c,,,10,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,2d4c,,,10,{'lr': 0.001},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,3spiral,,,2,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,aggregation,,,10,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,compound,,,10,{'lr': 0.001},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,D1,,,2,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,D2,,,5,{'lr': 0.0001},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,D3,,,5,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,D4,,,5,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,D5,,,5,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,ecoli,,,10,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,elly2d10c13s,,,10,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,glass,,,10,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,ionosphere,,,10,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,s1,,,2,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,s2,,,10,{'lr': 0.0001},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,sonar,,,10,{'lr': 0.0001},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,statlog,,,2,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,unbalance,,,2,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,wdbc,,,5,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,wine,,,5,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deepect,yeast,,,2,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,2d10c,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,2d20c,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,2d4c,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,3spiral,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,aggregation,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,compound,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,D1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,D2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,D3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,D4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,D5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,ecoli,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,elly2d10c13s,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,glass,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,ionosphere,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,s1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,s2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,sonar,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,statlog,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,unbalance,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,wdbc,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,wine,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diana,yeast,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,2d10c,,,10,{'lr': 0.001},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,2d20c,,,2,{'lr': 0.001},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,20,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,2d4c,,,5,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,3spiral,,,10,{'lr': 0.0001},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,aggregation,,,10,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,compound,,,2,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,D1,,,2,{'lr': 0.001},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,D2,,,5,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,D3,,,2,{'lr': 0.001},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,D4,,,5,{'lr': 0.001},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,D5,,,10,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,ecoli,,,10,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,elly2d10c13s,,,2,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,10,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,glass,,,5,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,ionosphere,,,10,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,s1,,,2,{'lr': 0.001},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,15,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,s2,,,10,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,15,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,sonar,,,10,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,statlog,,,5,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,unbalance,,,2,{'lr': 0.0001},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,wdbc,,,2,{'lr': 0.01},{'lr': 0.001},42,,,,,,,,,,,,,,,,,,,,,,2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,wine,,,2,{'lr': 0.01},{'lr': 1e-05},42,,,,,,,,,,,,,,,,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipdeck,yeast,,,2,{'lr': 0.01},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,10,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,2d10c,9,,2,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,2d20c,20,,10,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,2d4c,4,,2,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,3spiral,3,,10,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,aggregation,7,,5,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,compound,6,,5,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,D1,3,,2,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,D2,3,,10,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,D3,3,,10,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,D4,2,,2,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,D5,2,,5,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,ecoli,8,,10,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,elly2d10c13s,10,,10,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,glass,6,,5,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,ionosphere,2,,10,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,s1,15,,2,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,s2,15,,10,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,sonar,2,,2,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,statlog,7,,2,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,unbalance,8,,2,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,wdbc,2,,10,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,wine,3,,5,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipencoder,yeast,10,,2,{'lr': 0.001},{'lr': 0.0001},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,2d10c,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,2d20c,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,2d4c,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.01,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,3spiral,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,aggregation,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.25,3,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,compound,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,D1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,D2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,2,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,D3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,D4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.01,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,D5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,ecoli,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,5,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,elly2d10c13s,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,1,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dipInit,glass,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,5,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
